Color,director_name,actor1_name,actor2_name,actor3_name,num_critic_votes_imdb,num_user_votes_rt,genre,movie_title,release_date,gross_income,budget,country,language,plot_keywords,avg_imdb_rt_score,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,content_rating,aspect_ratio,movie_facebook_likes,Images
Color,Robert Altman,David Ogden Stiers,Jamie Farr,Mike Farrell,55,36265,"Comedy, Drama, War",M*A*S*H †            ,1970,0,0,USA,English,"colonel, doctor, korean war, major, nurse",8.4,0,443,421,395,2195,5,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,147,TV-PG,4,0,MashMovie.jpg
Color,Wajahat Rauf,Rasheed Naz,Ayesha Omar,Javed Sheikh,6,876,"Comedy, Family",Karachi se Lahore †,2015,0,1000000,Pakistan,Urdu,"pakistan, road trip",7,3,7,5,4,19,9,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,15,0,0,259,none
Color,Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,145,54010,"Comedy, Family",Daddy's Home †,2015,150315155,50000000,USA,English,"biological father, dad, drinking, product placement, wilhelm scream",6.1,51,8000,2000,322,10886,2,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,130,PG-13,1.85,13000,none
Color,Miguel Arteta,Bella Thorne,Steve Carell,Jennifer Garner,119,29738,"Comedy, Family","Alexander and the Terrible, Horrible, No Good, Very Bad Day †",2014,66950483,28000000,USA,English,"bad day, based on book, birthday, job interview, long title",6.2,44,35000,7000,3000,47677,6,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,85,PG,2.39,12000,none
Color,David Bowers,Zachary Gordon,Rachael Harris,Karan Brar,88,15665,"Comedy, Family",Diary of a Wimpy Kid: Dog Days †,2012,49002815,22000000,USA,English,"best friend, camping, country club, no opening credits, summer vacation",6.4,42,975,569,517,3153,2,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,35,PG,2.35,0,none
Color,Andy Fickman,Bailee Madison,Gedde Watanabe,Tom Everett Scott,139,21176,"Comedy, Family",Parental Guidance †,2012,77264926,25000000,USA,English,"chores, father figure, helicopter parents, in laws, punishment",6.1,99,3000,448,433,5740,5,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107,PG,1.85,0,none
Color,David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,103,18727,"Comedy, Family",Diary of a Wimpy Kid: Rodrick Rules †,2011,52691009,21000000,USA,English,"brother, middle school, no opening credits, photograph, school",6.6,42,975,569,557,3567,2,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,PG,2.35,0,none
Color,Thor Freudenthal,Chlo√´ Grace Moretz,Zachary Gordon,Rachael Harris,111,32002,"Comedy, Family",Diary of a Wimpy Kid †,2010,64001297,15000000,USA,English,"cheese, diary, friend, middle school, school",6.2,87,17000,975,569,20154,1,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,PG,1.85,0,none
Color,Tom Dey,Emma Stone,Judy Greer,Steve Coogan,98,11257,"Comedy, Family",Marmaduke †,2010,33643461,50000000,USA,English,"dog, great dane, rivalry, talking animal, talking cat",4.2,9,15000,2000,1000,20061,0,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,65,PG,2.35,0,none
Color,Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop,101,12399,"Comedy, Family",Furry Vengeance †,2010,17596256,35000000,USA,English,"animal, bear, land developer, real estate, real estate developer",3.8,16,3000,1000,734,6327,1,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,84,PG,1.85,0,none
Color,Laurent Tirard,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,56,9214,"Comedy, Family",Little Nicholas †,2009,0,0,France,French,"baby, dinner, family relationships, school, three word title",7.2,2,295,71,55,545,7,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,17,0,1.85,0,none
Color,Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,107,16271,"Comedy, Family",Hotel for Dogs †,2009,73023275,35000000,USA,English,"abandoned hotel, dog, foster home, overalls, playing with a dog",5.4,87,3000,576,446,5174,4,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,57,PG,1.85,1000,none
Color,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,124,31191,"Comedy, Family",Old Dogs †,2009,49474048,35000000,USA,English,"best friend, business deal, impulse, public relations, twin",5.4,12,49000,1000,931,53370,2,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,120,PG,1.85,0,none
Color,Steve Bendelack,Lily Atkinson,Emma de Caunes,Steve Pemberton,151,88714,"Comedy, Family",Mr. Bean's Holiday †,2007,32553210,25000000,UK,English,"camcorder, cannes, director, lost passport, train",6.3,68,328,132,100,794,0,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,235,PG,1.85,0,none
Color,Fred Savage,Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,52,12339,"Comedy, Family",Daddy Day Camp †,2007,13235267,6000000,USA,English,"competition, estranged father, skunk, summer camp, wall",2.9,0,555,484,405,1752,2,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,32,PG,1.85,256,none
Color,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,71,15740,"Comedy, Family",Deck the Halls †,2006,35092918,0,USA,English,"christmas, december, holiday, massachusetts, neighbor",4.9,14,2000,1000,728,5468,0,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,110,PG,1.85,1000,none
Color,Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,105,27548,"Comedy, Family",Christmas with the Kranks †,2004,73701902,60000000,USA,English,"act of kindness, christmas, christmas eve, neighbor, vacation",5.2,148,2000,843,660,6729,1,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,209,PG,2.35,0,none
Color,Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,104,75152,"Comedy, Family",Cheaper by the Dozen †,2003,138614544,40000000,USA,English,"9 year old, house, illinois, new job, vomiting",5.8,189,3000,2000,597,7014,15,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,288,PG,1.85,0,none
Color,Steve Carr,Anjelica Huston,Lisa Edelstein,Jeff Garlin,81,49486,"Comedy, Family",Daddy Day Care †,2003,104148781,60000000,USA,English,"bloopers during credits, breakfast cereal, department store ride, face painting, sponge bob square pants slippers",5.5,41,1000,955,522,4050,1,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,116,PG,1.85,886,none
Color,Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,56,18254,"Comedy, Family",The Master of Disguise †,2002,40363530,16000000,USA,English,"disguise, mask, master of disguise, restaurant, waiter",3.3,11,911,521,499,3058,2,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,307,PG,1.85,1000,none
Color,Steve Boyum,Paul Walker,M.C. Gainey,A.J. Langer,18,2265,"Comedy, Family",Meet the Deedles †,1998,4308981,24000000,USA,English,"accidental kiss, eating a worm, park, worm, yellowstone national park",3.9,9,23000,284,254,24436,2,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,37,PG,0,839,none
Color,Brian Levant,Jim Belushi,Harvey Korman,Jake Lloyd,81,68406,"Comedy, Family",Jingle All the Way †,1996,60573641,60000000,USA,English,"action figure, christmas, hero, karate, toy",5.4,32,854,628,626,4530,1,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,162,PG,1.85,0,none
Color,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,19,49612,"Comedy, Family",Ri ¢hie Ri ¢h †,1994,38087756,40000000,USA,English,"attempted murder, based on comic book, escape from prison, lost at sea, wealth",5.2,80,3000,450,287,4634,1,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,39,PG,1.85,0,none
Color,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,102,311075,"Comedy, Family",Home Alone †,1990,285761243,18000000,USA,English,"airport, child protagonist, child swearing, christmas, home alone",7.5,0,3000,1000,925,7521,5,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,PG,1.85,20000,none
Color,Bob Clark,Zack Ward,Darren McGavin,Scott Schwartz,109,104908,"Comedy, Family",A Christmas Story †,1983,0,4000000,USA,English,"bb gun, boy, bully, christmas, tongue stuck on a pole",8.1,84,662,577,378,2076,0,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1,458,PG,1.85,18000,none
Color,Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,8,5888,"Comedy, Family","Yours, Mine and Ours †",1968,0,2500000,USA,English,"nurse, parent, sibling, widow, widower",7.2,5,6000,584,559,7493,0,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,61,Unrated,1.85,0,none
 Black and White,Frank Satenstein,Jackie Gleason,Art Carney,Joyce Randolph,15,3446,"Comedy, Family",The Honeymooners †            ,1955,0,0,USA,English,"1950s, bus driver, money scheme, poverty, sewer",8.7,0,491,154,94,812,4,http://www.imdb.com/title/tt0042114/?ref_=fn_tt_tt_1,31,0,1.33,459,The Honeymooners.jpg
Color,Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,189,67191,"Comedy, Family, Fantasy",Mr. Popper's Penguins †,2011,68218041,55000000,USA,English,"father, penguin, snowglobe, son, winter",6,70,1000,549,497,2820,1,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,PG,1.85,14000,none
Color,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,97,19230,"Comedy, Family, Fantasy",Nanny McPhee Returns †,2010,28995450,35000000,UK,English,"farm, magic, mother daughter relationship, overalls, title directed by female",6.1,24,287,175,167,855,5,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,59,PG,2.35,0,none
Color,Robert Rodriguez,Jimmy Bennett,Leo Howard,Jake Short,103,5332,"Comedy, Family, Fantasy",Shorts †,2009,20916309,40000000,USA,English,"boy, family relationships, rock, twin, two headed person",4.9,0,87000,570,470,88422,4,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37,PG,1.85,431,none
Color,Tom Shadyac,Jimmy Bennett,Morgan Freeman,Steve Carell,186,115099,"Comedy, Family, Fantasy",Evan Almighty †,2007,100289690,175000000,USA,English,"ark, change, congressman, depiction of god, flood",5.4,293,87000,11000,7000,108016,0,http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,257,PG,2.35,2000,none
Color,Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,120,27838,"Comedy, Family, Fantasy",Charlotte's Web †,2006,82506325,0,USA,English,"barn, pig, piglet, spider, uncle",6.4,56,12000,8000,852,23907,0,http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1,102,G,1.85,0,none
Color,Brian Robbins,Robert Downey Jr.,Joel David Moore,Kristin Davis,76,14888,"Comedy, Family, Fantasy",The Shaggy Dog †,2006,61112916,50000000,USA,English,"animal as human, dog movie, elevator, human becoming an animal, sheepdog",4.4,48,21000,936,722,24664,0,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,83,PG,2.35,747,none
Color,Kirk Jones,Colin Firth,Kelly Macdonald,Imelda Staunton,128,49676,"Comedy, Family, Fantasy",Nanny McPhee †,2005,47124400,25000000,USA,English,"father, governess, magic, nanny, widower",6.6,52,14000,2000,579,17278,0,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181,PG,2.35,0,none
Color,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,78,40751,"Comedy, Family, Fantasy",Son of the Mask †,2005,17010646,84000000,USA,English,"baby, cartoon on tv, cartoonist, dog, mask",2.2,6,490,294,227,1195,0,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1,239,PG,1.85,881,none
Color,Michael Lembeck,Judge Reinhold,Aisha Tyler,Eric Lloyd,80,34561,"Comedy, Family, Fantasy",The Santa Clause 2 †,2002,139225854,60000000,USA,English,"christmas, magic, santa claus, son, toy",5.5,54,901,857,775,5265,0,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1,116,G,1.85,1000,none
Color,Steve Carr,Raven-Symon√©,Jeffrey Jones,Kevin Pollak,91,33884,"Comedy, Family, Fantasy",Dr. Dolittle 2 †,2001,112950721,72000000,USA,English,"bear, doctor, false accusation, man with glasses, second part",4.6,41,1000,692,574,3287,0,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,79,PG,2.35,266,none
Color,Jon Turteltaub,Bruce Willis,Lily Tomlin,Daniel von Bargen,86,34473,"Comedy, Family, Fantasy",The Kid †,2000,69688384,60000000,USA,English,"altering history, cartoon on tv, childhood, image consultant, one two combo",6.1,226,13000,718,577,16452,1,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,139,PG,1.85,0,none
Color,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,175,141414,"Comedy, Family, Fantasy",How the Grinch Stole Christmas †,2000,260031035,123000000,USA,English,"box office hit, christmas, materialism, public humiliation, snowflake",6,2000,1000,722,636,4146,0,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,482,PG,1.85,0,none
Color,Betty Thomas,Oliver Platt,Raven-Symon√©,Peter Boyle,73,74343,"Comedy, Family, Fantasy",Doctor Dolittle †,1998,144156464,71500000,USA,English,"box office hit, doctor, dog, first part, tiger",5.3,84,1000,1000,595,4166,0,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,98,PG-13,1.85,694,none
Color,Michael Ritchie,Mara Wilson,Francis Capra,Kathleen Turner,21,4288,"Comedy, Family, Fantasy",A Simple Wish †,1997,8119205,28000000,USA,English,"8 year old, convention, magic, magic wand, male fairy godmother",5.4,23,1000,937,899,5535,3,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,21,PG,1.85,517,none
Color,Norman Jewison,Haley Joel Osment,Nancy Travis,Andrea Martin,15,5176,"Comedy, Family, Fantasy",Bogus †,1996,4357000,30000000,USA,English,"box office flop, circus, imaginary friend, magician, one word title",5.3,278,3000,359,179,3864,3,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,30,PG,1.85,350,none
Color,Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,26,85903,"Comedy, Family, Fantasy",Casper †,1995,100328194,50000000,USA,English,"casper, friendly ghost, ghost, maine, mansion",6,52,795,419,394,2638,0,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,92,PG,1.85,0,none
Color,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,35,60884,"Comedy, Family, Fantasy",The Flintstones †,1994,130512915,45000000,USA,English,"1000000 b.c., box office hit, lawn mowing, product placement, stone age",4.8,32,924,664,628,3244,2,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,85,PG,1.33,0,none
Color,Kenny Ortega,Vinessa Shaw,Omri Katz,Larry Bagby,36,60494,"Comedy, Family, Fantasy",Hocus Pocus †,1993,39514713,28000000,USA,English,"candle, cat, halloween, spell, virgin",6.7,197,580,336,115,1275,0,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,132,PG,1.85,16000,none
 Black and White,0,Elizabeth Montgomery,Agnes Moorehead,Dick York,31,11427,"Comedy, Family, Fantasy",Bewitched †            ,0,0,0,USA,English,"connecticut, magic, marriage, witch, witchcraft",7.6,0,1000,960,474,2614,1,http://www.imdb.com/title/tt0057733/?ref_=fn_tt_tt_1,71,TV-G,4,0,none
Color,0,Nate Richert,Soleil Moon Frye,Caroline Rhea,20,24420,"Comedy, Family, Fantasy","Sabrina, the Teenage Witch †            ",0,0,3000000,USA,English,"female protagonist, hereditary gift of witchcraft, magic, supernatural, witch",6.6,0,870,558,271,2433,1,http://www.imdb.com/title/tt0115341/?ref_=fn_tt_tt_1,94,TV-G,1.33,990,none
Color,Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,122,32049,"Comedy, Family, Fantasy, Horror, Mystery",The Haunted Mansion †,2003,75817994,90000000,USA,English,"arachnophobia, crystal ball, ghost, haunted house, thunderstorm",4.9,50,691,569,441,2622,0,http://www.imdb.com/title/tt0338094/?ref_=fn_tt_tt_1,179,PG,2.35,988,none
Color,Mark Waters,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,129,96693,"Comedy, Family, Fantasy, Music, Romance",Freaky Friday †,2003,110222438,26000000,USA,English,"body swap, camera shot of feet, foot closeup, reference to keith richards, reference to the rolling stones",6.1,70,2000,528,512,3984,2,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,271,PG,1.85,0,none
Color,Robert Stevenson,Ed Wynn,Glynis Johns,Elsa Lanchester,145,107408,"Comedy, Family, Fantasy, Musical",Mary Poppins †,1964,102300000,6000000,USA,English,"banker, female protagonist, live action and animation, magic, nanny",7.8,55,382,279,266,2045,2,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,259,Approved,1.66,0,none
Color,Adam Shankman,Adam Sandler,Carmen Electra,Kathryn Joosten,144,72326,"Comedy, Family, Fantasy, Romance",Bedtime Stories †,2008,109993847,80000000,USA,English,"2000s, bedtime story, elephant, handyman, tween girl",6.1,163,11000,869,495,12831,0,http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1,116,PG,2.35,0,none
Color,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,66,30462,"Comedy, Family, Fantasy, Romance",Aquamarine †,2006,18595716,12000000,USA,English,"beach, love, mermaid, storm, swimming",5.3,20,836,826,717,3963,3,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,150,PG,1.85,0,none
Color,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,89,47800,"Comedy, Family, Fantasy, Romance",Ella Enchanted †,2004,22913677,35000000,USA,English,"curse, fairy, obedience, prince, strong female character",6.3,13,11000,1000,973,17292,1,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,244,PG,1.85,0,none
Color,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,59,9380,"Comedy, Family, Fantasy, Romance",Fat Albert †,2004,48114556,26000000,USA,English,"animated sequence, junkyard, love, party, television",4.3,38,1000,641,631,4604,1,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91,PG,2.35,531,none
Color,Jon Favreau,Peter Dinklage,Zooey Deschanel,Will Ferrell,152,147597,"Comedy, Family, Fantasy, Romance",Elf †,2003,173381405,33000000,USA,English,"baby, christmas spirit, elf, new york city, north pole",6.9,4000,22000,11000,8000,43354,1,http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1,395,PG,1.85,21000,none
Color,Jean-Marie Poir√©,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,8,7147,"Comedy, Family, Fantasy, Sci-Fi",Les couloirs du temps: Les visiteurs II †,1998,146072,140000000,France,French,"jewel, knight, magical potion, sequel, time travel comedy",6,8,106,56,11,182,0,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16,0,2.35,136,none
Color,John Schultz,Brenda Song,Robert Forster,Anne Meara,39,15074,"Comedy, Family, Fantasy, Sport",Like Mike †,2002,51432423,30000000,USA,English,"basketball, lightning, nba, orphanage, shoe",5.1,13,1000,889,837,3679,7,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,72,PG,1.85,1000,none
Color,Bob Spiers,Jason Flemyng,Richard Briers,Victoria Beckham,33,28377,"Comedy, Family, Music",Spice World †,1997,29247405,25000000,UK,English,"bus, concert, live concert, pop group, spice girl",3.3,14,1000,401,199,2176,1,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,261,PG,1.85,0,none
Color,Peter Hastings,Haley Joel Osment,Alex Rocco,Stephen Root,43,3875,"Comedy, Family, Music, Musical",The Country Bears †,2002,16988996,35000000,USA,English,"animal in title, bear, box office flop, disney, satire",4,0,3000,968,939,8189,1,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75,G,1.85,422,none
Color,Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,74,23408,"Comedy, Family, Music, Romance",Confessions of a Teenage Drama Queen †,2004,29302097,15000000,Germany,English,"band, friend, new york city, suburb, teenager",4.6,10,811,636,231,2167,8,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,105,PG,1.85,810,none
Color,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,238,145974,"Comedy, Family, Musical, Romance",Mamma Mia! †,2008,143704210,52000000,USA,English,"bride, greece, island, mediterranean, wedding",6.3,58,14000,11000,838,26002,1,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1,611,PG-13,2.35,10000,none
Color,Randall Miller,William Hurt,Elden Henson,Michael Bower,1,97,"Comedy, Family, Musical, Romance, Short",Marilyn Hotchkiss' Ballroom Dancing and Charm School †,1990,333658,34000,USA,English,"student film, wonder years",7.1,19,882,577,362,1967,0,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,2,0,0,16,none
Color,Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,156,13562,"Comedy, Family, Romance",My Big Fat Greek Wedding 2 †,2016,59573085,18000000,USA,English,"family restaurant, greek, remarriage, suburb, wedding",6.1,52,567,312,261,2259,10,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103,PG-13,2.35,19000,none
Color,Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,178,44662,"Comedy, Family, Romance",Zookeeper †,2011,80360866,80000000,USA,English,"champagne bottle, coca cola, jewelry box, red bull, zoo",5.2,153,3000,1000,269,5392,1,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127,PG,2.35,0,none
Color,Andy Fickman,Jamie Lee Curtis,James Wolk,Christine Lakin,91,41273,"Comedy, Family, Romance",You Again †,2010,25677801,20000000,USA,English,"dancing, dog, flight, hostility, travel",5.8,99,2000,938,518,4813,6,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136,PG,2.35,0,none
Color,Siddharth Anand,Saif Ali Khan,Mary Goggin,Vic Aviles,16,2909,"Comedy, Family, Romance",Ta Ra Rum Pum †,2007,872643,6000000,USA,Hindi,"comeback, family relationships, marriage, new york, racer",5.4,5,532,249,60,902,3,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,37,0,0,108,none
Color,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,65,23527,"Comedy, Family, Romance",The Perfect Man †,2005,16247775,25000000,USA,English,"e mail, moving, perfect man, secret admirer, suitor",5.5,15,1000,962,804,4789,3,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,104,PG,1.85,767,none
Color,Martha Coolidge,Devin Ratray,Miranda Richardson,Luke Mably,85,31984,"Comedy, Family, Romance",The Prince and Me †,2004,28165882,0,USA,English,"denmark, king, love, prince, wisconsin",5.9,57,1000,530,438,3239,1,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,154,PG,1.85,0,none
Color,Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,69,62861,"Comedy, Family, Romance",A Cinderella Story †,2004,51431160,20000000,USA,English,"cinderella story, correspondence, evil step mother, female protagonist, teenage girl",5.9,15,1000,852,528,3092,2,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,232,PG,1.85,0,none
Color,Garry Marshall,Anne Hathaway,Raven-Symon√©,Hector Elizondo,77,53687,"Comedy, Family, Romance",The Princess Diaries 2: Royal Engagement †,2004,95149435,40000000,USA,English,"coronation, horse, princess, queen, side saddle",5.7,0,11000,1000,995,15362,2,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,152,G,1.85,1000,none
Color,Joel Zwick,Nia Vardalos,Louis Mandylor,Lainie Kazan,168,102071,"Comedy, Family, Romance",My Big Fat Greek Wedding †,2002,241437427,5000000,USA,English,"baptism, greek, greek restaurant, prejudice, travel agency",6.6,38,567,312,249,1495,3,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,756,PG,1.85,5000,none
Color,Garry Marshall,Anne Hathaway,Hector Elizondo,Heather Matarazzo,108,94049,"Comedy, Family, Romance",The Princess Diaries †,2001,108244774,37000000,USA,English,"cinderella story, fish out of water, makeover, manners, princess",6.2,0,11000,995,529,13645,2,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,301,G,1.85,0,none
Color,Eric Bross,Jerry Stiller,Tamala Jones,Dave Foley,46,3662,"Comedy, Family, Romance",On the Line †,2001,4356743,16000000,USA,English,"based on short film, chicago illinois, el train, love, train",4.1,49,719,405,401,2446,2,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,79,PG,1.85,0,none
Color,Hugh Wilson,Brendan Fraser,Alex Rocco,Eric Idle,41,8176,"Comedy, Family, Romance",Dudley Do-Right †,1999,9694105,22000000,USA,English,"gold, gold rush, mirror, police officer, singer",3.8,37,3000,968,795,5568,0,http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,77,PG,2.35,272,none
Color,0,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,5,7673,"Comedy, Family, Romance",Sonny with a Chance †            ,0,0,0,USA,English,"cafeteria, female protagonist, rival, teenage girl, teenager",6.1,0,254,248,218,915,1,http://www.imdb.com/title/tt1252374/?ref_=fn_tt_tt_1,47,TV-G,1.33,325,none
Color,Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn,57,15517,"Comedy, Family, Romance, Sci-Fi",The Flintstones in Viva Rock Vegas †,2000,35231365,60000000,USA,English,"based on tv series, love, prequel, the flintstones, title appears in song",3.6,32,1000,891,809,6299,0,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,85,PG,1.85,500,none
Color,Jesse Dylan,Josh Hutcherson,Will Ferrell,Robert Duvall,94,30255,"Comedy, Family, Romance, Sport",Kicking & Screaming †,2005,52580895,45000000,USA,English,"book, child, slapstick comedy, soccer, suburb",5.6,58,14000,8000,3000,27351,1,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,118,PG,2.35,743,none
Color,Stephen Chow,Jiao Xu,Yuqi Zhang,Chi Chung Lam,83,11391,"Comedy, Family, Sci-Fi",CJ7 †,2008,206678,0,Hong Kong,Cantonese,"father son relationship, miracle, school, ufo, written and directed by cast member",6.5,0,46,33,3,82,1,http://www.imdb.com/title/tt0940709/?ref_=fn_tt_tt_1,66,PG,2.35,1000,C:\Aashmit.2\Important\DEPRESSION\Sem 4\DBMS x JAVA\Language\Cantonese\CJ7 †.jpg
Color,Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield,32,25371,"Comedy, Family, Sci-Fi",Superbabies: Baby Geniuses 2 †,2004,9109322,20000000,Germany,English,"computer, good versus evil, mind control, science experiment, sequel",1.9,84,650,384,177,1343,3,http://www.imdb.com/title/tt0270846/?ref_=fn_tt_tt_1,129,PG,2.35,0,none
Color,Donald Petrie,Steven Anthony Lawrence,Ray Walston,Michael Lerner,49,10883,"Comedy, Family, Sci-Fi",My Favorite Martian †,1999,36830057,65000000,USA,English,"alien, hidden camera, martian, reporter, spaceship",4.9,80,1000,417,230,2151,2,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,73,PG,1.85,448,none
